function,n_constraints,n_violated_on_failing,n_over_approximate,n_pruned_by_cf,pct_violated
reservation_overlap_check,9,1,1,0,11.1
reserve_band,9,2,2,0,22.2
reserve_lane,9,3,3,0,33.3
reserve_slot,10,1,1,0,10.0
retry_backoff_window,9,2,0,0,22.2
retry_tally,9,1,0,0,11.1
revenue_share,10,3,0,0,30.0
rolling_errors,9,1,1,0,11.1
rolling_requests,9,2,0,0,22.2
rolling_retries,10,1,1,0,10.0
rolling_usage,10,1,1,0,10.0
room_reservation,9,2,2,0,22.2
royalty_payout,10,1,1,0,10.0
sales_window_avg,9,1,1,0,11.1
schedule_call,10,3,2,0,30.0
schedule_car,10,1,0,0,10.0
schedule_demo,11,2,2,0,18.2
schedule_pickup,10,1,0,0,10.0
schedule_shift_allocator,10,1,0,0,10.0
schedule_training,10,1,1,0,10.0
schedule_window,10,1,0,0,10.0
scores_apportion,9,2,2,0,22.2
search_result_pager,9,2,1,0,22.2
sensor_window_avg,10,2,1,0,20.0
session_memo,9,2,2,0,22.2
shard_assignment,9,1,1,0,11.1
shares_apportion,9,1,0,0,11.1
shift_demand,9,2,1,0,22.2
shift_feature,9,1,0,0,11.1
shift_risk,10,1,0,0,10.0
shift_traffic,9,2,0,0,22.2
shift_trust,9,3,2,0,33.3
shift_weight,9,3,2,0,33.3
signals_stream,11,2,0,0,18.2
slots_apportion,10,1,1,0,10.0
smooth_clicks,9,1,0,0,11.1
smooth_cpu,10,1,0,0,10.0
smooth_pressure,9,1,0,0,11.1
smooth_throughput,10,2,2,0,20.0
speed_trendline,12,2,0,0,16.7
storage_mix,9,3,2,0,33.3
storage_quota_split,10,1,0,0,10.0
stream_joiner,10,2,0,0,20.0
subsidy_payout,9,2,0,0,22.2
summary_memo,9,2,2,0,22.2
task_tally,11,0,0,0,0.0
task_throttle,9,1,0,0,11.1
tasks_allocator,10,1,0,0,10.0
temperature_window_avg,10,1,1,0,10.0
tensor_slice_pad,9,1,0,0,11.1
throughput_trendline,9,2,0,0,22.2
tiers_stream,10,1,0,0,10.0
time_range_filter,10,1,0,0,10.0
timestamps_stream,11,4,0,0,36.4
tip_share,10,2,0,0,20.0
token_cache,9,1,1,0,11.1
token_expiry_check,9,1,1,0,11.1
track_api,10,0,0,0,0.0
track_build,9,1,1,0,11.1
track_delivery,10,1,1,0,10.0
track_deployment,10,1,1,0,10.0
track_logout,10,2,2,0,20.0
track_release,10,1,1,0,10.0
traffic_shaping_gate,10,1,1,0,10.0
ttl_snapshot_store,11,1,0,0,9.1
txn_dedup_merge,11,3,0,0,27.3
upload_gate,10,1,1,0,10.0
versions_stream,10,1,0,0,10.0
view_tally,9,0,0,0,0.0
views_moving_mean,9,2,0,0,22.2
volume_moving_mean,9,1,1,0,11.1
votes_apportion,10,2,1,0,20.0
warm_cache_loader,10,1,1,0,10.0
warning_meter,9,1,0,0,11.1
water_allocator,10,2,1,0,20.0
weights_union,9,3,0,0,33.3
windowed_error_rate,10,2,1,0,20.0
