function,n_constraints,n_violated_on_failing,n_over_approximate,n_pruned_by_cf,pct_violated
storage_quota_split,4,1,0,0,25.0
stream_joiner,4,2,0,0,50.0
subsidy_payout,4,2,0,0,50.0
summary_memo,4,2,2,0,50.0
task_tally,4,0,0,0,0.0
task_throttle,4,1,0,0,25.0
tasks_allocator,5,1,0,0,20.0
temperature_window_avg,4,1,1,0,25.0
tensor_slice_pad,4,1,0,0,25.0
throughput_trendline,4,2,0,0,50.0
tiers_stream,4,1,0,0,25.0
time_range_filter,4,1,0,0,25.0
timestamps_stream,4,4,0,0,100.0
tip_share,4,2,0,0,50.0
token_cache,4,1,1,0,25.0
token_expiry_check,4,1,1,0,25.0
track_api,4,0,0,0,0.0
track_build,4,1,1,0,25.0
track_delivery,4,1,1,0,25.0
track_deployment,4,1,1,0,25.0
track_logout,4,2,2,0,50.0
track_release,4,1,1,0,25.0
traffic_shaping_gate,4,1,1,0,25.0
ttl_snapshot_store,4,1,0,0,25.0
txn_dedup_merge,4,3,0,0,75.0
upload_gate,4,1,1,0,25.0
versions_stream,4,1,0,0,25.0
view_tally,4,0,0,0,0.0
views_moving_mean,4,2,0,0,50.0
volume_moving_mean,4,1,1,0,25.0
votes_apportion,4,1,1,0,25.0
warm_cache_loader,4,1,1,0,25.0
warning_meter,4,1,0,0,25.0
water_allocator,4,2,1,0,50.0
weights_union,4,3,0,0,75.0
windowed_error_rate,4,2,1,0,50.0
