function,n_constraints,n_violated_on_failing,n_over_approximate,n_pruned_by_cf,pct_violated
task_throttle,3,1,0,0,33.3
tasks_allocator,4,1,0,0,25.0
temperature_window_avg,4,1,1,0,25.0
tensor_slice_pad,4,1,0,0,25.0
throughput_trendline,3,2,0,0,66.7
tiers_stream,4,1,0,0,25.0
time_range_filter,3,1,0,0,33.3
timestamps_stream,4,4,0,0,100.0
tip_share,4,2,0,0,50.0
token_cache,3,1,1,0,33.3
token_expiry_check,4,1,1,0,25.0
track_api,4,0,0,0,0.0
track_build,4,1,1,0,25.0
track_delivery,4,1,1,0,25.0
track_deployment,3,1,1,0,33.3
track_logout,4,2,2,0,50.0
track_release,3,1,1,0,33.3
traffic_shaping_gate,4,1,1,0,25.0
ttl_snapshot_store,4,1,0,0,25.0
txn_dedup_merge,4,3,0,0,75.0
upload_gate,4,1,1,0,25.0
versions_stream,3,1,0,0,33.3
view_tally,3,0,0,0,0.0
views_moving_mean,4,2,0,0,50.0
volume_moving_mean,3,1,1,0,33.3
votes_apportion,3,1,1,0,33.3
warm_cache_loader,4,1,1,0,25.0
warning_meter,4,1,0,0,25.0
water_allocator,4,2,1,0,50.0
weights_union,3,2,0,0,66.7
windowed_error_rate,4,2,1,0,50.0
