function,pct_suspicious_before_cf,pct_suspicious_after_cf,improvement_pp,primary_constraint,cf_available
cached_preference,8.2,8.2,0.0,N/A,False
cached_route,10.6,10.6,0.0,N/A,False
cacheline_expiry,10.0,10.0,0.0,N/A,False
cacheline_refresh,9.3,9.3,0.0,N/A,False
calendar_slot_insert,1.8,1.8,0.0,N/A,False
calibrate_latency,3.6,3.6,0.0,N/A,False
calibrate_lift,10.0,10.0,0.0,N/A,False
calibrate_loss,3.6,3.6,0.0,N/A,False
calibrate_pressure,1.8,1.8,0.0,N/A,False
calibrate_quality,8.6,8.6,0.0,N/A,False
calibrate_score,8.9,8.9,0.0,N/A,False
calibrate_trend,2.0,2.0,0.0,N/A,False
catalog_cache,10.4,10.4,0.0,N/A,False
checkout_rate,9.6,9.6,0.0,N/A,False
cluster_rebalance_weights,10.2,10.2,0.0,N/A,False
combine_depths,7.8,7.8,0.0,N/A,False
combine_offsets,1.9,1.9,0.0,N/A,False
combine_requests,19.4,19.4,0.0,N/A,False
combine_responses,8.6,8.6,0.0,N/A,False
combine_scores,9.1,9.1,0.0,N/A,False
confidence_trendline,6.2,6.2,0.0,N/A,False
config_expiry,8.6,8.6,0.0,N/A,False
config_interpolate,3.6,3.6,0.0,N/A,False
cost_trendline,11.1,11.1,0.0,N/A,False
coupons_apportion,7.5,7.5,0.0,N/A,False
coverage_interp,8.9,8.9,0.0,N/A,False
cpu_allocator,9.1,9.1,0.0,N/A,False
credit_share,5.9,5.9,0.0,N/A,False
credits_allocator,8.8,8.8,0.0,N/A,False
dataloader_shard_merge,8.2,8.2,0.0,N/A,False
demand_curve,2.0,2.0,0.0,N/A,False
demand_forecast_curve,1.8,1.8,0.0,N/A,False
demands_union,3.8,3.8,0.0,N/A,False
divide_coupon,1.9,1.9,0.0,N/A,False
divide_refund,10.4,10.4,0.0,N/A,False
donation_share,11.1,11.1,0.0,N/A,False
download_rate,8.6,8.6,0.0,N/A,False
downtime_booking,3.7,3.7,0.0,N/A,False
draft_cache,2.0,2.0,0.0,N/A,False
email_send_quota,3.8,3.8,0.0,N/A,False
embedding_lookup_cache,10.7,10.7,0.0,N/A,False
energy_window_avg,8.5,8.5,0.0,N/A,False
error_meter,10.2,10.2,0.0,N/A,False
estimate_reliability,1.7,1.7,0.0,N/A,False
estimate_supply,1.8,1.8,0.0,N/A,False
estimate_temperature,3.6,3.6,0.0,N/A,False
event_gate,10.4,10.4,0.0,N/A,False
feature_cache,9.6,9.6,0.0,N/A,False
feature_flag_rollout,13.0,13.0,0.0,N/A,False
fee_splitter,2.1,2.1,0.0,N/A,False
file_chunk_stitch,9.8,9.8,0.0,N/A,False
fuel_moving_mean,9.6,9.6,0.0,N/A,False
gain_trendline,1.7,1.7,0.0,N/A,False
gpu_memory_pool,1.7,1.7,0.0,N/A,False
grades_union,3.3,3.3,0.0,N/A,False
gradient_clip_budget,1.9,1.9,0.0,N/A,False
grant_share,10.2,10.2,0.0,N/A,False
growth_trendline,1.8,1.8,0.0,N/A,False
guard_email,12.0,12.0,0.0,N/A,False
guard_search,8.6,8.6,0.0,N/A,False
guard_write,9.8,9.8,0.0,N/A,False
heartbeat_throttle,9.3,9.3,0.0,N/A,False
histogram_bucket_merge,17.5,17.5,0.0,N/A,False
ids_merge,9.3,9.3,0.0,N/A,False
inspection_booking,5.5,5.5,0.0,N/A,False
invoice_merge_stream,7.6,7.6,0.0,N/A,False
invoice_meter,1.9,1.9,0.0,N/A,False
job_queue_priority,1.9,1.9,0.0,N/A,False
kv_snapshot_reader,9.1,9.1,0.0,N/A,False
latencies_merge,6.8,6.8,0.0,N/A,False
latency_rolling_avg,3.6,3.6,0.0,N/A,False
ledger_balance_rollup,8.9,8.9,0.0,N/A,False
limit_api,9.6,9.6,0.0,N/A,False
limit_job,8.5,8.5,0.0,N/A,False
limit_message,9.3,9.3,0.0,N/A,False
limit_ping,8.0,8.0,0.0,N/A,False
limit_query,9.3,9.3,0.0,N/A,False
limit_sensor,10.0,10.0,0.0,N/A,False
load_mix,7.7,7.7,0.0,N/A,False
load_rolling_avg,8.9,8.9,0.0,N/A,False
log_sampling_decider,2.0,2.0,0.0,N/A,False
login_tally,8.8,8.8,0.0,N/A,False
login_throttle,9.1,9.1,0.0,N/A,False
lr_warmup_schedule,4.8,4.8,0.0,N/A,False
lru_evictor,4.2,4.2,0.0,N/A,False
machine_booking,4.0,4.0,0.0,N/A,False
maintenance_booking,1.6,1.6,0.0,N/A,False
memory_moving_mean,3.5,3.5,0.0,N/A,False
message_counter,10.9,10.9,0.0,N/A,False
metric_rolling_avg,3.6,3.6,0.0,N/A,False
model_confidence_clamp,1.6,1.6,0.0,N/A,False
notification_gate,10.2,10.2,0.0,N/A,False
offer_expiry,10.0,10.0,0.0,N/A,False
optimizer_step_guard,9.8,9.8,0.0,N/A,False
packets_window_avg,1.9,1.9,0.0,N/A,False
pages_union,7.8,7.8,0.0,N/A,False
payment_payout,10.9,10.9,0.0,N/A,False
payment_split_rebate,4.1,4.1,0.0,N/A,False
percentile_estimator,4.4,4.4,0.0,N/A,False
plan_appointment_slot,9.6,9.6,0.0,N/A,False
plan_conference_slot,6.1,6.1,0.0,N/A,False
plan_delivery_slot,11.3,11.3,0.0,N/A,False
plan_desk_slot,3.1,3.1,0.0,N/A,False
plan_jobs_share,1.8,1.8,0.0,N/A,False
plan_memo,10.0,10.0,0.0,N/A,False
plan_points_share,12.5,12.5,0.0,N/A,False
plan_seats_share,1.5,1.5,0.0,N/A,False
plan_tickets_share,7.7,7.7,0.0,N/A,False
plan_upgrade_slot,2.0,2.0,0.0,N/A,False
prediction_cache,8.6,8.6,0.0,N/A,False
price_cache,11.1,11.1,0.0,N/A,False
prices_stream,4.5,4.5,0.0,N/A,False
priority_mix,2.2,2.2,0.0,N/A,False
probability_curve,7.9,7.9,0.0,N/A,False
probability_rebalance,4.5,4.5,0.0,N/A,False
profile_expiry,10.9,10.9,0.0,N/A,False
queue_window_avg,11.3,11.3,0.0,N/A,False
quota_allocator_service,8.9,8.9,0.0,N/A,False
quota_for_capacity,1.6,1.6,0.0,N/A,False
quota_for_fuel,1.9,1.9,0.0,N/A,False
quota_for_inventory,1.9,1.9,0.0,N/A,False
quota_for_memory,1.7,1.7,0.0,N/A,False
quota_for_storage,9.4,9.4,0.0,N/A,False
quote_memo,15.2,15.2,0.0,N/A,False
rating_curve,9.1,9.1,0.0,N/A,False
read_throttle,8.9,8.9,0.0,N/A,False
realign_cache,10.9,10.9,0.0,N/A,False
realign_power,13.6,13.6,0.0,N/A,False
realign_replica,13.0,13.0,0.0,N/A,False
rebate_splitter,10.6,10.6,0.0,N/A,False
redis_like_expiry,3.2,3.2,0.0,N/A,False
rent_splitter,10.2,10.2,0.0,N/A,False
replica_sync_offsets,1.8,1.8,0.0,N/A,False
request_token_bucket,9.8,9.8,0.0,N/A,False
reservation_booking,3.3,3.3,0.0,N/A,False
reservation_overlap_check,3.6,3.6,0.0,N/A,False
reserve_band,4.8,4.8,0.0,N/A,False
reserve_lane,3.6,3.6,0.0,N/A,False
reserve_slot,3.8,3.8,0.0,N/A,False
retry_backoff_window,6.0,6.0,0.0,N/A,False
retry_tally,12.2,12.2,0.0,N/A,False
revenue_share,3.8,3.8,0.0,N/A,False
rolling_errors,4.0,4.0,0.0,N/A,False
rolling_requests,3.6,3.6,0.0,N/A,False
rolling_retries,9.8,9.8,0.0,N/A,False
rolling_usage,1.8,1.8,0.0,N/A,False
room_reservation,8.5,8.5,0.0,N/A,False
royalty_payout,9.6,9.6,0.0,N/A,False
sales_window_avg,3.6,3.6,0.0,N/A,False
schedule_call,3.3,3.3,0.0,N/A,False
schedule_car,4.0,4.0,0.0,N/A,False
schedule_demo,8.9,8.9,0.0,N/A,False
schedule_pickup,3.8,3.8,0.0,N/A,False
schedule_shift_allocator,10.0,10.0,0.0,N/A,False
schedule_training,1.7,1.7,0.0,N/A,False
schedule_window,3.4,3.4,0.0,N/A,False
scores_apportion,10.7,10.7,0.0,N/A,False
search_result_pager,9.1,9.1,0.0,N/A,False
sensor_window_avg,3.4,3.4,0.0,N/A,False
session_memo,8.8,8.8,0.0,N/A,False
shard_assignment,2.1,2.1,0.0,N/A,False
shares_apportion,3.6,3.6,0.0,N/A,False
shift_demand,10.6,10.6,0.0,N/A,False
shift_feature,2.2,2.2,0.0,N/A,False
shift_risk,10.4,10.4,0.0,N/A,False
shift_traffic,15.1,15.1,0.0,N/A,False
shift_trust,13.0,13.0,0.0,N/A,False
shift_weight,12.2,12.2,0.0,N/A,False
signals_stream,8.9,8.9,0.0,N/A,False
slots_apportion,9.3,9.3,0.0,N/A,False
smooth_clicks,2.1,2.1,0.0,N/A,False
smooth_cpu,1.8,1.8,0.0,N/A,False
smooth_pressure,8.9,8.9,0.0,N/A,False
smooth_throughput,6.0,6.0,0.0,N/A,False
speed_trendline,6.5,6.5,0.0,N/A,False
storage_mix,10.6,10.6,0.0,N/A,False
storage_quota_split,9.4,9.4,0.0,N/A,False
stream_joiner,8.8,8.8,0.0,N/A,False
subsidy_payout,7.7,7.7,0.0,N/A,False
summary_memo,9.1,9.1,0.0,N/A,False
task_tally,2.3,2.3,0.0,N/A,False
task_throttle,2.1,2.1,0.0,N/A,False
tasks_allocator,8.8,8.8,0.0,N/A,False
temperature_window_avg,3.6,3.6,0.0,N/A,False
tensor_slice_pad,4.1,4.1,0.0,N/A,False
throughput_trendline,6.0,6.0,0.0,N/A,False
tiers_stream,10.0,10.0,0.0,N/A,False
time_range_filter,1.7,1.7,0.0,N/A,False
timestamps_stream,13.1,13.1,0.0,N/A,False
tip_share,12.8,12.8,0.0,N/A,False
token_cache,8.9,8.9,0.0,N/A,False
token_expiry_check,10.4,10.4,0.0,N/A,False
track_api,1.9,1.9,0.0,N/A,False
track_build,11.9,11.9,0.0,N/A,False
track_delivery,9.6,9.6,0.0,N/A,False
track_deployment,9.6,9.6,0.0,N/A,False
track_logout,9.6,9.6,0.0,N/A,False
track_release,10.6,10.6,0.0,N/A,False
traffic_shaping_gate,8.9,8.9,0.0,N/A,False
ttl_snapshot_store,9.8,9.8,0.0,N/A,False
txn_dedup_merge,11.3,11.3,0.0,N/A,False
upload_gate,8.3,8.3,0.0,N/A,False
versions_stream,7.6,7.6,0.0,N/A,False
view_tally,1.9,1.9,0.0,N/A,False
views_moving_mean,9.8,9.8,0.0,N/A,False
volume_moving_mean,9.3,9.3,0.0,N/A,False
votes_apportion,20.0,20.0,0.0,N/A,False
warm_cache_loader,8.5,8.5,0.0,N/A,False
warning_meter,3.9,3.9,0.0,N/A,False
water_allocator,28.0,28.0,0.0,N/A,False
weights_union,9.7,9.7,0.0,N/A,False
windowed_error_rate,11.3,11.3,0.0,N/A,False
